"weekly",345,80,0,1,3,0,0,0,11.8381,0.9043,424.303797,0,0.51,"LOCALLY_SOLVED","OK","3112.081475;2961.853882;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143;3148.04143","3807.0;3360.0;3266.0;3406.0;3122.0;2212.0;2982.0;3988.0;3389.0;3160.0;3126.0;3584.0;3988.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",349,80,1,1,1,0,0,0,13.611,0.9792,468.316456,0,0.38,"LOCALLY_SOLVED","OK","3207.482346;3147.433456;3117.008712;3101.593523;3093.783167;3089.825924;3087.820923;3086.805056;3086.290351;3086.029567;3085.897437;3085.830491;3085.796572","3449.0;3593.0;3428.0;3409.0;3487.0;3556.0;3578.0;3526.0;3612.0;3525.0;3352.0;4171.0;3637.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",350,80,0,1,2,0,0,0,27.6627,0.9582,1422.43038,0,0.35,"LOCALLY_SOLVED","OK","5042.81669;4669.507246;4582.934204;4496.361162;4409.78812;4323.215078;4236.642036;4150.068994;4063.495952;3976.92291;3890.349868;3803.776826;3717.203784","6407.0;5330.0;5444.0;5744.0;4513.0;3424.0;6361.0;6498.0;5367.0;5326.0;5042.0;6151.0;5677.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",344,80,2,1,1,0,0,0,10.6192,0.762,436.037975,0,0.62,"LOCALLY_SOLVED","OK","3536.674762;3105.646694;3267.272308;3440.247905;3380.833682;3311.544008;3333.251904;3360.958815;3353.083264;3342.022851;3344.856556;3349.264564;3348.254959","3730.0;3182.0;3165.0;3463.0;3098.0;1955.0;2964.0;4003.0;3550.0;3348.0;3014.0;3879.0;3559.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",354,80,1,0,0,0,0,0,16.4095,1.1406,463.405063,0,0.11,"LOCALLY_SOLVED","OK","3511.531117;3469.032596;3442.653836;3426.280585;3416.117735;3409.809671;3405.894267;3403.463982;3401.955508;3401.019201;3400.438037;3400.077309;3399.853406","3513.0;3203.0;2907.0;3031.0;2335.0;1945.0;3178.0;4175.0;3651.0;3512.0;3573.0;4511.0;3884.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",352,80,0,2,3,0,0,0,3.0739,0.3263,133.164557,0,0.36,"LOCALLY_SOLVED","OK","1302.002305;1316.925854;1328.057857;1339.18986;1350.321864;1361.453867;1372.58587;1383.717873;1394.849877;1405.98188;1417.113883;1428.245886;1439.377889","1339.0;1395.0;1331.0;1324.0;1354.0;1381.0;1389.0;1369.0;1402.0;1369.0;1302.0;1619.0;1412.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",347,80,1,0,4,0,0,0,11.6363,0.8412,501.417722,0,0.56,"LOCALLY_SOLVED","OK","3691.36129;3606.587481;3848.894451;3917.231376;3916.464469;3915.884292;3915.44538;3915.113337;3914.862141;3914.672108;3914.528345;3914.419586;3914.337308","4217.0;3343.0;3621.0;3938.0;3702.0;2575.0;3277.0;4485.0;3790.0;3487.0;3158.0;4196.0;3823.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",353,80,2,0,2,0,0,0,11.051,0.9067,189.873418,0,0.4,"LOCALLY_SOLVED","OK","1808.334092;1694.559059;1727.943445;1681.009932;1686.931538;1665.911694;1664.278704;1653.958928;1651.002718;1645.480787;1642.910791;1639.74723;1637.858997","2197.0;1711.0;1661.0;1535.0;1444.0;953.0;1526.0;1840.0;1722.0;1540.0;1534.0;1671.0;1661.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",358,80,1,0,0,0,0,0,9.1038,0.7554,657.468354,0,0.23,"LOCALLY_SOLVED","OK","6109.631717;5864.976234;5712.812707;5618.174571;5559.314364;5522.706246;5499.937819;5485.776992;5476.969663;5471.491942;5468.085073;5465.96617;5464.648318","6907.0;5711.0;5496.0;5862.0;5380.0;3660.0;5159.0;6787.0;5596.0;5445.0;5345.0;6156.0;5866.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",359,80,1,0,1,0,0,0,14.4752,1.2802,440.291139,0,0.22,"LOCALLY_SOLVED","OK","3871.167998;3778.24665;3705.705644;3649.07498;3604.86506;3570.351655;3543.408039;3522.373938;3505.953225;3493.134049;3483.126489;3475.313877;3469.214797","4458.0;5098.0;4518.0;4973.0;3973.0;2613.0;3476.0;4213.0;3386.0;3627.0;3299.0;3743.0;3965.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",357,80,1,0,3,0,0,0,11.3474,0.932,414.417722,0,0.35,"LOCALLY_SOLVED","OK","3557.829198;3541.245656;3670.295516;3673.116058;3675.32948;3677.066465;3678.429565;3679.499259;3680.338702;3680.997455;3681.514412;3681.920095;3682.238454","3938.0;3363.0;3249.0;3515.0;3097.0;2275.0;3421.0;4166.0;3807.0;3434.0;3303.0;4024.0;3747.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",351,80,1,1,2,0,0,0,17.0427,0.9317,298.873418,0,0.76,"LOCALLY_SOLVED","OK","1576.316381;1529.359068;1551.307039;1541.0485;1545.843368;1543.602234;1544.649746;1544.160136;1544.388981;1544.282019;1544.332013;1544.308646;1544.319568","2083.0;1704.0;1622.0;1626.0;1306.0;1010.0;1719.0;2189.0;1661.0;1753.0;1591.0;2057.0;1850.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",355,80,0,1,3,0,0,0,4.6129,0.4167,319.291139,0,0.49,"LOCALLY_SOLVED","OK","2737.041828;2655.045971;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108;2754.754108","2777.0;2893.0;2760.0;2745.0;2807.0;2862.0;2880.0;2838.0;2908.0;2838.0;2698.0;3357.0;2928.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",76,247,0,2,1,0,0,0,105.1847,3.7008,58.739837,1,0.42,"LOCALLY_SOLVED","OK","397.956419;355.912838;313.869257;271.825676;229.782094;187.738513;145.694932;103.651351;61.60777;19.564189;-22.479392;-64.522973;-106.566555","440.0;440.0;440.0;440.0;440.0;440.0;440.0;440.0;240.0;240.0;240.0;240.0;240.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",94,275,1,1,0,0,0,0,9.7313,2.9412,64.045547,0,0.47,"LOCALLY_SOLVED","OK","1815.753359;1815.303306;1815.373069;1815.362255;1815.363932;1815.363672;1815.363712;1815.363706;1815.363707;1815.363707;1815.363707;1815.363707;1815.363707","1802.54;1986.53;1931.14;1831.39;1948.19;1948.12;2000.27;2077.83;2068.5;2093.54;2174.32;2052.07;2108.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",316,80,1,0,4,0,0,0,9.2181,0.736,376.240506,0,2.97,"LOCALLY_SOLVED","OK","2852.624537;3189.078128;3416.540704;3332.503171;3215.602845;3133.473581;3075.773007;3035.235005;3006.754706;2986.745643;2972.688115;2962.811885;2955.873261","3210.0;2787.0;2867.0;3217.0;3157.0;2388.0;2739.0;3447.0;3038.0;2883.0;2938.0;3259.0;3113.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",356,80,1,1,2,0,0,0,11.7486,0.769,573.924051,0,0.61,"LOCALLY_SOLVED","OK","4021.565206;4019.051839;4020.793705;4019.586521;4020.423149;4019.843331;4020.245169;4019.966679;4020.159684;4020.025924;4020.118625;4020.054379;4020.098904","4387.0;3772.0;3660.0;3878.0;3131.0;2405.0;4081.0;4811.0;4170.0;4017.0;3824.0;4661.0;4297.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",95,275,0,1,1,0,0,0,8.9359,2.6169,59.808978,0,0.45,"LOCALLY_SOLVED","OK","1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389;1643.133389","1621.22;1764.77;1679.71;1638.8;1728.67;1733.06;1799.69;1857.32;1899.37;1907.46;1936.32;1863.71;1912.86","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",303,80,2,0,2,0,0,0,15.1867,0.9374,822.189873,0,59.09,"LOCALLY_SOLVED","OK","5564.610024;5728.746509;5633.845883;5740.091191;5677.466253;5746.266524;5704.970835;5749.540454;5722.328126;5751.211565;5733.290969;5752.015593;5740.22094","5797.0;4859.0;5145.0;5401.0;4446.0;3132.0;4343.0;5185.0;5489.0;5312.0;5005.0;6408.0;5480.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",120,275,0,1,1,0,0,0,13.3152,2.7371,46.951314,0,0.41,"LOCALLY_SOLVED","OK","877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688;877.79688","855.09;989.28;916.28;889.25;943.99;943.1;996.81;1044.71;1069.8;1090.56;1126.05;1064.67;1106.98","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",264,275,0,1,1,0,0,0,6.192,0.9437,265.837956,0,0.35,"LOCALLY_SOLVED","OK","4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243;4008.687243","4071.7;4155.0;4247.5;4042.0;3908.2;3923.1;3563.7;3806.9;4360.7;4563.2;4354.9;4323.4;3629.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",119,275,0,1,1,0,0,0,14.5261,3.1886,51.287847,0,0.58,"LOCALLY_SOLVED","OK","1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928;1024.952928","1029.75;1180.41;1140.58;1060.38;1154.44;1152.64;1175.8;1244.19;1225.38;1262.37;1332.13;1221.9;1270.41","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",263,275,0,1,1,0,0,0,22.4664,4.4964,104.177372,0,0.5,"LOCALLY_SOLVED","OK","2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477;2380.886477","2296.0;2219.6;2214.9;2044.6;2043.2;1968.0;1966.2;1746.1;1724.1;1701.4;1717.7;1603.2;1617.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",267,275,0,1,1,0,0,0,16.6721,2.6912,223.024088,0,0.49,"LOCALLY_SOLVED","OK","3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786;3220.786786","3031.2;2833.0;3121.8;3662.4;3801.4;3635.9;3732.4;2989.6;4445.3;4025.2;4599.9;4366.5;3613.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",101,379,2,1,1,0,0,0,0.5268,1.0785,48.586942,0,1.0,"LOCALLY_SOLVED","OK","9854.626372;9861.417356;9851.772845;9860.603714;9878.425808;9891.618855;9900.901554;9911.038947;9922.663721;9934.271577;9945.370408;9956.381292;9967.549125","9871.498;9910.685;9815.305;9808.647;9900.756;9934.128;9974.544;9905.89;9965.28;9989.549;10064.652;10007.292;10082.468","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",57,365,2,0,1,0,0,0,11.7157,3.8847,40.494505,0,1.2,"LOCALLY_SOLVED","OK","2039.06331;1910.274994;1785.726087;1667.294088;1556.62468;1455.118687;1363.924158;1283.933361;1215.784423;1159.867269;1116.333468;1085.109557;1065.913381","2070.0;1970.0;1830.0;1730.0;1640.0;1550.0;1500.0;1460.0;1460.0;1390.0;1370.0;1370.0;1410.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",110,379,4,1,0,0,0,0,0.553,0.8866,46.633757,0,0.98,"LOCALLY_SOLVED","OK","7343.679226;7372.56153;7394.320826;7412.722288;7429.238022;7444.264172;7457.810605;7470.554741;7482.751857;7494.474199;7505.85862;7517.030809;7528.039739","7331.84;7307.69;7396.85;7438.91;7519.81;7592.29;7571.98;7464.36;7484.2;7484.94;7528.27;7483.09;7522.26","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",104,379,4,2,1,0,0,0,0.3268,0.3195,10.190714,0,1.15,"LOCALLY_SOLVED","OK","1027.239388;1021.216473;1015.389433;1010.942688;1006.587938;1001.523626;996.426603;991.6491;986.908446;982.012319;977.095871;972.251242;967.419599","1026.84;1019.01;1009.31;1003.54;1007.61;1004.8;998.68;991.28;991.98;988.73;979.2;976.82;968.28","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",87,379,0,1,0,0,0,0,2.1661,2.4511,9.564841,0,1.57,"LOCALLY_SOLVED","OK","1082.536111;1080.682222;1078.828333;1076.974444;1075.120556;1073.266667;1071.412778;1069.558889;1067.705;1065.851111;1063.997222;1062.143333;1060.289444","1094.56;1094.52;1092.83;1091.55;1098.78;1099.02;1096.83;1093.89;1089.57;1099.3;1098.45;1095.05;1088.79","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",59,343,1,1,1,0,0,0,14.8968,0.6387,454.853801,0,1.6,"LOCALLY_SOLVED","OK","2384.505939;2251.558387;2193.70112;2168.522293;2157.564753;2152.796156;2150.720917;2149.817796;2149.424768;2149.253727;2149.179292;2149.146898;2149.132801","2350.0;2040.0;2030.0;1600.0;1160.0;2140.0;2780.0;1910.0;2180.0;2170.0;2010.0;1690.0;1880.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",111,379,0,1,0,0,0,0,2.1972,2.4552,9.560079,0,1.42,"LOCALLY_SOLVED","OK","1068.353201;1066.516402;1064.679603;1062.842804;1061.006005;1059.169206;1057.332407;1055.495608;1053.65881;1051.822011;1049.985212;1048.148413;1046.311614","1080.57;1080.53;1078.63;1077.26;1084.46;1084.89;1082.71;1079.78;1076.06;1085.53;1084.67;1081.1;1074.27","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",129,379,4,2,1,0,0,0,0.458,0.4498,9.913598,0,1.52,"LOCALLY_SOLVED","OK","1008.135296;1001.951185;996.124198;991.718415;987.310889;982.157586;977.029371;972.243283;967.46101;962.50933;957.555433;952.681738;947.811228","1007.32;1000.05;990.76;985.07;988.6;986.32;981.23;974.06;974.39;971.47;961.91;960.25;951.77","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",182,379,0,1,0,0,0,0,9.1952,7.215,17.632566,0,0.34,"LOCALLY_SOLVED","OK","1346.263254;1340.426508;1334.589762;1328.753016;1322.91627;1317.079524;1311.242778;1305.406032;1299.569286;1293.73254;1287.895794;1282.059048;1276.222302","1375.3;1376.8;1377.8;1382.1;1392.3;1392.1;1472.6;1476.2;1488.5;1487.9;1491.4;1494.2;1492.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",135,379,2,1,2,0,0,0,0.8983,1.4307,39.642275,0,1.72,"LOCALLY_SOLVED","OK","6207.812353;6217.141817;6231.562014;6241.097986;6253.889475;6263.338998;6274.837044;6284.021049;6294.461833;6303.27564;6312.828823;6321.216062;6330.006394","6190.89;6166.87;6248.29;6256.87;6346.31;6377.59;6382.05;6333.99;6350.53;6326.36;6362.01;6363.97;6432.69","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",136,379,1,2,2,0,0,0,1.839,3.5931,34.121958,0,1.11,"LOCALLY_SOLVED","OK","6414.322563;6457.49248;6498.714596;6538.558429;6577.426974;6615.605395;6653.295477;6690.640006;6727.740018;6764.667007;6801.471563;6838.189484;6874.846102","6432.1;6492.9;6523.6;6596.4;6759.9;6701.7;6745.7;6721.2;6644.0;6667.8;6661.7;6458.5;6508.5","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",265,379,1,1,0,0,0,0,8.8984,2.6806,69.447831,0,0.59,"LOCALLY_SOLVED","OK","2195.044846;2195.106537;2195.094461;2195.096825;2195.096362;2195.096453;2195.096435;2195.096439;2195.096438;2195.096438;2195.096438;2195.096438;2195.096438","2057.7;2149.37;2022.19;2061.06;2031.96;1904.36;1962.29;2017.42;2020.85;1963.84;1942.14;1973.34;2009.61","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",186,379,3,1,0,0,0,0,1.5405,2.8821,9.405532,0,0.74,"LOCALLY_SOLVED","OK","1739.880004;1739.788379;1739.567837;1739.4745;1739.432271;1739.395539;1739.376498;1739.366127;1739.359163;1739.355238;1739.352977;1739.351582;1739.35077","1748.375;1751.22;1751.02;1745.18;1741.27;1748.73;1765.75;1777.61;1775.46;1783.09;1789.27;1794.1;1794.38","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",266,379,0,1,1,0,0,0,7.0591,1.9945,74.340661,0,0.58,"LOCALLY_SOLVED","OK","2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406;2184.452406","2072.76;2162.78;2042.96;2108.32;2022.16;1989.55;2020.05;2071.25;2013.96;1993.61;1976.23;1966.25;2030.46","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",268,379,0,1,1,0,0,0,5.7114,1.3601,55.416085,0,0.57,"LOCALLY_SOLVED","OK","1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827;1369.969827","1306.27;1382.07;1271.27;1314.49;1308.47;1194.08;1259.07;1298.64;1304.74;1285.92;1251.62;1308.33;1369.04","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",274,379,0,1,0,0,0,0,15.3516,5.6571,20.770106,0,0.36,"LOCALLY_SOLVED","OK","829.97;829.97;829.97;829.97;829.97;829.97;829.97;829.97;829.97;829.97;829.97;829.97;829.97","751.43;767.3;750.92;746.57;723.49;710.28;703.22;718.78;716.11;677.92;690.52;665.01;640.57","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",269,379,0,1,1,0,0,0,5.3341,1.1568,58.692037,0,0.52,"LOCALLY_SOLVED","OK","1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959;1316.738959","1258.78;1335.44;1229.92;1305.02;1251.08;1192.61;1232.56;1280.13;1217.91;1237.3;1200.59;1223.0;1325.46","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",163,379,2,1,2,0,0,0,1.5819,2.0768,28.826455,0,1.48,"LOCALLY_SOLVED","OK","3787.924739;3787.748611;3764.270203;3751.409239;3764.338183;3774.18217;3757.935045;3737.322135;3740.986711;3755.789501;3750.004456;3727.50286;3720.402868","3806.6;3812.9;3801.8;3787.0;3826.0;3831.2;3817.2;3802.3;3799.9;3852.0;3840.2;3822.6;3798.4","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",178,379,4,2,1,0,0,0,4.9151,5.453,13.03172,0,1.36,"LOCALLY_SOLVED","OK","1488.140591;1480.914131;1478.556264;1487.971102;1487.329771;1485.440393;1484.933692;1486.957097;1487.195109;1486.910971;1486.941002;1487.52456;1487.795974","1429.3;1402.7;1403.1;1382.0;1432.0;1448.2;1450.5;1444.4;1430.8;1414.0;1399.9;1374.3;1381.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",272,379,0,2,1,0,0,0,3.1888,4.3788,7.009153,0,0.62,"LOCALLY_SOLVED","OK","979.716982;979.843965;979.970947;980.09793;980.224912;980.351895;980.478877;980.60586;980.732842;980.859825;980.986807;981.11379;981.240772","974.11;971.93;949.5;952.55;956.53;955.04;928.78;934.69;937.57;942.2;943.45;949.25;951.63","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",278,379,0,1,1,0,0,0,5.6791,1.3335,54.356479,0,0.62,"LOCALLY_SOLVED","OK","1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517;1324.54517","1261.984;1332.9;1226.2;1267.01;1266.63;1153.61;1217.88;1256.22;1260.13;1249.54;1214.15;1271.59;1333.46","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",126,379,2,1,1,0,0,0,0.7598,1.5199,48.411868,0,2.88,"LOCALLY_SOLVED","OK","9579.323113;9579.679498;9568.83182;9578.993093;9596.885274;9608.867303;9617.079345;9626.663368;9637.810688;9648.764893;9659.13932;9669.475385;9680.006434","9622.511;9655.61;9565.969;9555.495;9652.503;9680.166;9726.8;9653.317;9717.552;9744.777;9804.685;9745.947;9829.99","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",83,484,0,1,1,0,0,0,1.2428,2.1189,35.317391,0,0.64,"LOCALLY_SOLVED","OK","5979.964278;5991.629558;6003.294838;6014.960118;6026.625399;6038.290679;6049.955959;6061.621239;6073.286519;6084.9518;6096.61708;6108.28236;6119.94764","6001.5;5974.5;5931.6;6028.6;6053.0;6064.0;6017.2;5972.1;5997.6;5991.1;5939.8;5939.5;5940.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",84,484,1,1,0,0,0,0,1.3142,2.091,37.776605,0,0.56,"LOCALLY_SOLVED","OK","5979.842496;5989.892748;5999.987427;6010.086947;6020.186994;6030.287098;6040.387208;6050.48732;6060.587431;6070.687542;6080.787654;6090.887765;6100.987876","6016.7;5923.8;5945.0;6050.1;6069.5;6022.3;5944.7;5985.6;5996.0;5978.0;5937.4;5937.5;5944.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",220,432,5,1,1,0,0,0,0.6531,0.894,13.150812,0,1.44,"LOCALLY_SOLVED","OK","1790.807374;1799.744931;1798.740935;1797.658238;1796.824111;1796.247617;1796.855999;1797.33817;1797.291861;1797.21674;1797.156712;1797.119357;1797.150269","1820.0;1813.0;1806.0;1799.0;1792.0;1785.0;1820.0;1813.0;1806.0;1799.0;1792.0;1785.0;1778.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",276,379,2,1,2,0,0,0,3.0013,1.6951,203.207937,0,1.75,"LOCALLY_SOLVED","OK","11217.204706;11226.171819;11244.866525;11259.214197;11264.050353;11261.474146;11256.322809;11252.424353;11251.147804;11251.885978;11253.304942;11254.36387;11254.700309","11409.5;11408.2;11485.6;11820.4;11735.0;12147.0;11899.3;11303.7;11336.7;11585.8;11662.6;11191.2;10895.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",72,487,2,1,0,0,0,0,5.9,1.0591,102.065844,0,0.67,"LOCALLY_SOLVED","OK","1904.761537;1882.695187;1868.364906;1852.602672;1833.559989;1815.16151;1798.153705;1780.856976;1762.970866;1745.213979;1727.706808;1710.141984;1692.47139","1930.0;1927.0;1927.0;1907.0;1906.0;1903.0;1903.0;1902.0;1897.0;1897.0;1896.0;1893.0;1892.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
