"quarterly",11183,74,0,1,1,0,0,2,2.1665,0.5096,498.628571,0,0.89,"LOCALLY_SOLVED","OK","11274.126063;11570.171662;11660.308175;11554.163233;12054.968195;12074.034776;11969.759525;12056.247295","11188.0;11004.0;12242.0;11978.0;12030.0;12071.0;12008.0;12365.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",19375,123,1,1,1,0,0,0,41.8523,1.2964,1599.679496,0,2.72,"LOCALLY_SOLVED","OK","3856.102887;3719.458186;3615.051589;3535.277273;3474.323831;3427.750921;3392.165794;3364.97614","3911.89;4378.8;4578.17;4869.9;6223.94;6215.92;6471.46;8325.76","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",11089,114,0,1,1,0,0,0,26.9913,0.4326,714.2,0,1.94,"LOCALLY_SOLVED","OK","1326.750233;1326.750233;1326.750233;1326.750233;1326.750233;1326.750233;1326.750233;1326.750233","1058.0;962.0;1261.0;705.0;1003.0;1209.0;1596.0;887.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20614,83,0,1,1,0,1,1,0.6186,0.1779,159.549367,0,0.76,"LOCALLY_SOLVED","OK","4326.546804;4438.707802;4713.814104;4436.331655;4538.385711;4650.546708;4925.65301;4648.170561","4337.4;4441.7;4733.9;4389.6;4507.6;4613.8;4900.2;4594.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17477,70,0,1,1,0,0,0,1.6513,0.5258,322.727273,0,0.37,"LOCALLY_SOLVED","OK","9981.528593;10034.190679;10086.852764;10139.514849;10192.176935;10244.83902;10297.501105;10350.163191","9900.0;9900.0;9900.0;10100.0;10300.0;10500.0;10500.0;10700.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",8921,103,0,1,0,0,0,0,27.5998,9.3702,128.080808,0,0.5,"LOCALLY_SOLVED","OK","2331.078431;2352.156863;2373.235294;2394.313725;2415.392157;2436.470588;2457.54902;2478.627451","2410.0;6310.0;2470.0;2480.0;2460.0;2600.0;7360.0;2750.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",14486,115,0,1,3,0,0,1,5.7521,0.8551,449.334691,0,5.4,"LOCALLY_SOLVED","OK","6453.331384;6254.345034;6652.743245;6541.670563;6775.589422;6823.637763;6905.30604;6920.147415","6723.70714;6721.88839;7150.9491;6850.62857;6627.26213;6606.53226;7256.98119;6108.35849","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13753,39,0,1,0,0,0,0,1.3893,0.1775,712.331429,0,0.21,"LOCALLY_SOLVED","OK","9018.1;9018.1;9018.1;9018.1;9018.1;9018.1;9018.1;9018.1","9012.3;9257.7;8969.2;9345.6;8895.6;9107.4;9113.7;9100.5","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",16548,114,2,1,2,0,0,0,1.2615,0.387,238.727273,0,3.4,"LOCALLY_SOLVED","OK","7271.543455;7303.701941;7258.078724;7288.80684;7245.842943;7275.192634;7234.7254;7262.747949","7250.0;7290.0;7330.0;7230.0;7160.0;7300.0;7450.0;7510.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",4469,66,1,0,0,1,1,0,20.2559,2.2322,180.870968,0,0.4,"LOCALLY_SOLVED","OK","2304.094208;1712.540597;1361.054477;1978.179944;2234.026057;1610.457423;1261.107791;1844.650359","2804.0;1957.0;1699.0;2287.0;2886.0;1975.0;1596.0;2332.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",7712,94,2,1,3,1,0,0,1.4833,0.6622,37.076333,0,4.93,"LOCALLY_SOLVED","OK","1615.307341;1630.142834;1636.660193;1640.709853;1645.832067;1652.761762;1661.818977;1671.221339","1620.2;1648.48;1673.11;1685.93;1678.51;1657.91;1643.59;1635.77","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17350,70,0,1,1,1,0,1,18.048,1.9585,138.030303,0,1.67,"LOCALLY_SOLVED","OK","1328.558892;1354.509105;1329.566609;1322.526398;1346.058499;1368.26338;1346.920774;1340.89666","1380.0;1600.0;1670.0;1580.0;1580.0;1790.0;1610.0;1690.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",23908,128,2,1,2,1,0,1,21.3765,0.5393,791.241935,0,8.18,"LOCALLY_SOLVED","OK","2018.314226;1660.687882;2180.310129;2238.001646;2420.792045;2481.850697;1989.579074;1885.384667","2015.0;1876.0;1826.0;1652.0;1802.0;1646.0;1616.0;2312.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15307,94,0,1,1,2,0,0,5.7557,0.992,388.555556,0,1.7,"LOCALLY_SOLVED","OK","6405.51181;6498.732102;6798.887047;6984.351816;6789.865622;7049.491803;7281.062499;7709.508556","5750.0;6740.0;5980.0;7640.0;7000.0;7370.0;7270.0;7880.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",23194,51,0,2,0,1,0,0,4.2517,0.9818,243.642553,0,0.48,"LOCALLY_SOLVED","OK","5058.336917;5148.264183;5253.857505;5348.640826;5458.134581;5555.378557;5659.237769;5758.53229","5145.0;5266.5;5455.1;5551.8;5752.5;5844.7;6000.3;6138.1","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",2463,126,3,1,3,0,0,1,1.9119,0.2014,608.205557,0,7.27,"LOCALLY_SOLVED","OK","6346.170492;6342.32858;6419.908374;6483.562906;6512.725518;6527.842365;6534.504102;6537.579203","6311.009;6296.979;6388.372;6458.484;6426.072;6328.595;6267.495;6247.896","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",10617,74,0,1,1,0,0,0,10.7296,1.7285,537.0,0,0.88,"LOCALLY_SOLVED","OK","7883.03203;7883.03203;7883.03203;7883.03203;7883.03203;7883.03203;7883.03203;7883.03203","8430.0;8100.0;8330.0;8900.0;8820.0;8240.0;8930.0;10740.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",11604,233,0,1,1,0,1,1,0.7983,0.3829,44.410917,0,4.61,"LOCALLY_SOLVED","OK","2169.240879;2221.128951;2100.17876;2080.223275;2178.991235;2230.879308;2109.929117;2089.973632","2174.133333;2225.933333;2082.333333;2058.466667;2149.066667;2207.066667;2103.366667;2063.533333","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",9303,106,0,1,1,0,0,0,4.546,0.7303,297.350196,0,0.82,"LOCALLY_SOLVED","OK","4607.29351;4648.760711;4690.227912;4731.695112;4773.162313;4814.629513;4856.096714;4897.563914","4984.71;4722.51;4387.76;4595.06;4519.09;4738.92;5013.12;5257.84","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5446,39,0,1,2,0,0,1,5.9574,1.7194,295.4,0,1.5,"LOCALLY_SOLVED","OK","7869.598384;8037.773859;8084.513303;8155.202905;8235.713578;8259.444824;8307.989434;8356.534045","8022.0;8286.0;8484.0;8579.0;8832.0;8996.0;8992.0;9179.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",2090,99,2,2,1,0,0,0,2.9635,0.9724,526.188421,0,1.63,"LOCALLY_SOLVED","OK","16047.743086;16248.067497;16433.213033;16618.450995;16811.422963;17012.00243;17216.216676;17420.197755","16115.9;16446.3;16790.0;17120.6;17431.2;17715.8;18000.8;18280.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5874,157,0,1,0,0,1,0,1.44,0.6551,324.462501,0,5.72,"LOCALLY_SOLVED","OK","13510.258816;14818.458202;15932.620185;13588.48199;13842.7218;15150.921186;16265.083169;13920.944974","13458.061795;14391.763646;15609.065493;13376.532764;13671.188601;14838.029492;16070.079946;13914.23554","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15721,56,0,1,2,1,0,1,22.9741,0.6033,1390.534487,0,2.38,"LOCALLY_SOLVED","OK","4169.072441;4563.553831;5692.987935;4046.14017;4006.877346;4733.054827;5808.757126;4251.629214","2458.7;4749.925;5205.454;3606.955;1775.38;5346.809;6645.932;4046.301","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",21711,96,1,1,1,1,0,1,2.5083,0.9012,91.05159,0,5.86,"LOCALLY_SOLVED","OK","3302.180984;3301.864831;3230.970301;3284.434805;3319.494817;3312.26565;3244.171742;3290.202223","3277.077744;3211.845667;3095.441561;3191.90901;3415.224045;3246.945394;3270.095751;3416.516106","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5658,38,0,1,0,0,0,0,28.8217,1.3453,1124.861765,0,0.2,"LOCALLY_SOLVED","OK","5982.6;5982.6;5982.6;5982.6;5982.6;5982.6;5982.6;5982.6","6992.7;7332.7;5826.0;4561.1;3672.1;4118.3;4202.8;3769.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",18529,151,3,1,1,2,0,0,4.4762,1.3578,71.732653,0,4.64,"LOCALLY_SOLVED","OK","2056.883838;2070.076479;2079.044687;2084.744822;2091.300928;2100.652053;2104.423623;2109.509633","2066.9;2076.5;2121.0;2166.1;2194.6;2223.9;2288.2;2338.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",10405,80,2,1,2,0,0,1,6.1765,2.0336,331.320768,0,3.04,"LOCALLY_SOLVED","OK","10405.263585;10509.762706;10484.580782;10509.71761;10530.059021;10540.004224;10522.406594;10529.737677","10731.544743;10811.531411;10914.847525;11138.143643;11304.782536;11404.765872;11501.416431;11614.730878","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",3548,113,1,1,0,1,1,0,31.0266,5.0795,585.345963,0,0.78,"LOCALLY_SOLVED","OK","11379.635939;10079.339363;12909.327328;5914.857584;9660.516985;8383.296122;11151.071991;4149.340761","12322.17;10846.09;15095.62;9287.17;12947.34;12553.29;15772.89;8589.13","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",11196,110,1,0,3,2,1,0,11.0031,1.4103,1012.901509,0,2.71,"LOCALLY_SOLVED","OK","12521.269063;14843.656412;11927.437806;13599.904324;13554.022176;15997.651817;13341.785678;14509.907537","13571.16;14556.41;12033.39;13721.87;12928.55;13353.86;10638.25;10619.87","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",267,63,0,1,0,1,0,0,3.5816,0.5283,667.454068,0,0.64,"LOCALLY_SOLVED","OK","9762.404614;9545.108884;9597.175119;9653.705975;9661.897981;9585.808328;9604.040172;9623.835375","10305.6;10111.03;10481.54;9718.78;9717.46;9230.4;9439.85;9810.91","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",19488,123,0,2,1,2,0,0,2.3094,0.9132,71.144746,0,1.72,"LOCALLY_SOLVED","OK","2654.479862;2721.870296;2739.164153;2760.760023;2787.153803;2826.454752;2847.473585;2870.585353","2614.8047;2795.735;2806.7657;2816.5399;2843.346;2928.6025;2928.7258;2913.8183","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15697,737,0,1,2,0,0,0,1.0836,0.5031,214.091246,0,89.38,"LOCALLY_SOLVED","OK","10010.856733;10006.349348;10017.904552;10029.459756;10041.01496;10052.570164;10064.125368;10075.680572","9985.0;9966.0;9958.0;9718.0;9812.0;9964.0;10102.0;10007.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6977,23,0,1,0,0,0,0,25.1001,0.6444,758.421053,0,0.15,"LOCALLY_SOLVED","OK","1610.0;1610.0;1610.0;1610.0;1610.0;1610.0;1610.0;1610.0","1900.0;3230.0;2540.0;1620.0;1790.0;1480.0;1180.0;1290.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6716,67,0,1,0,0,0,0,12.5731,2.386,180.416254,0,0.3,"LOCALLY_SOLVED","OK","3190.256;3190.256;3190.256;3190.256;3190.256;3190.256;3190.256;3190.256","3080.116;3649.604;3581.712;3663.852;3589.376;3831.091;3649.247;3700.527","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",11083,114,0,2,2,0,0,1,1.0211,0.3568,213.316364,0,2.99,"LOCALLY_SOLVED","OK","7305.67693;7363.886224;7420.951943;7447.796085;7500.114435;7546.129236;7592.144037;7638.158838","7319.5;7258.7;7326.8;7442.4;7416.9;7461.3;7447.4;7560.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6556,39,1,0,0,1,0,0,6.3971,2.0115,169.6,0,0.53,"LOCALLY_SOLVED","OK","5571.981071;5339.95967;5443.180322;5543.289613;5626.885201;5518.835139;5585.509799;5647.507284","5563.0;4928.0;5057.0;5158.0;5189.0;5179.0;5222.0;5252.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",14927,95,0,1,0,0,0,0,10.4522,1.5973,723.076923,0,0.37,"LOCALLY_SOLVED","OK","11950.0;11950.0;11950.0;11950.0;11950.0;11950.0;11950.0;11950.0","11940.0;11450.0;11970.0;10810.0;10640.0;10100.0;9530.0;9960.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",454,39,0,1,0,0,0,0,1.6706,0.7458,26.114,0,0.34,"LOCALLY_SOLVED","OK","1136.425263;1140.340526;1144.255789;1148.171053;1152.086316;1156.001579;1159.916842;1163.832105","1134.94;1152.31;1163.15;1165.59;1174.34;1180.24;1186.82;1196.47","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",10258,73,1,1,0,0,0,0,0.334,0.1159,154.913043,0,0.58,"LOCALLY_SOLVED","OK","5301.929577;5328.34419;5355.776901;5383.507033;5411.324053;5439.166455;5467.016272;5494.868255","5253.0;5321.0;5379.0;5378.0;5398.0;5438.0;5499.0;5507.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",21520,96,0,1,1,2,0,0,5.4649,0.5285,564.40261,0,1.56,"LOCALLY_SOLVED","OK","5471.120938;5625.345391;6153.182822;5867.959927;5435.634768;5805.880324;5923.107452;6209.228653","5545.463282;5132.231674;5600.94836;5894.025528;4606.010394;6059.095587;5920.351794;6054.473517","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",21133,126,0,1,2,0,0,0,0.8884,0.3191,405.57377,0,1.9,"LOCALLY_SOLVED","OK","14370.278706;14446.900559;14540.766043;14634.631527;14728.497011;14822.362494;14916.227978;15010.093462","14260.0;14220.0;14290.0;14530.0;14780.0;14930.0;15020.0;15090.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20958,96,0,1,2,0,0,1,8.5341,1.1412,623.782761,0,2.98,"LOCALLY_SOLVED","OK","8160.463215;8786.348392;8627.163922;8409.263727;8594.854096;8682.968251;8717.832712;8752.697173","9688.39798;8520.16174;8296.44331;6974.41862;7910.4236;8845.13302;8282.30383;7899.63985","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17979,71,2,1,1,0,0,0,21.3216,1.0745,757.886567,0,1.89,"LOCALLY_SOLVED","OK","3330.218218;4565.038666;3970.361095;3961.797222;4331.286657;3878.762528;4216.328509;4071.273484","4950.0;3215.2;3435.3;3379.7;3490.2;3865.2;3931.8;2782.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",19496,39,0,1,1,0,0,0,4.1753,1.1272,206.857143,0,0.27,"LOCALLY_SOLVED","OK","5587.487457;5623.396125;5659.304793;5695.213461;5731.122129;5767.030796;5802.939464;5838.848132","5520.0;5420.0;5530.0;5220.0;5490.0;5520.0;5590.0;5550.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",12484,88,0,1,1,1,0,0,9.7199,1.111,283.992607,0,1.32,"LOCALLY_SOLVED","OK","3056.995207;2981.455867;3147.59806;3176.438671;3138.603681;3176.261637;3158.278689;3171.905868","3049.8446;3206.725863;3457.853961;2715.239362;3577.317135;3529.778958;3668.22155;3389.959997","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",4460,66,0,1,1,1,0,0,7.366,4.1344,21.424194,0,0.91,"LOCALLY_SOLVED","OK","1158.624242;1168.426757;1151.701215;1157.889053;1156.310996;1162.316578;1152.069554;1155.860578","1238.0;1247.8;1235.7;1248.8;1260.2;1260.8;1241.4;1239.1","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",1243,67,0,1,0,0,0,1,4.437,0.9039,502.910921,0,0.67,"LOCALLY_SOLVED","OK","9618.639695;9666.128272;9728.123069;9800.295798;9800.295798;9800.295798;9800.295798;9800.295798","9652.96;9976.388;9911.492;9950.62;9965.832;10087.204;10991.237;11115.34","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",10236,51,0,1,0,0,0,0,21.8981,0.1302,1668.682979,0,0.38,"LOCALLY_SOLVED","OK","762.2;762.2;762.2;762.2;762.2;762.2;762.2;762.2","860.6;781.6;846.4;941.8;1021.5;961.5;1626.6;729.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",16581,42,0,1,0,0,0,0,1.8731,0.6871,290.526316,0,0.21,"LOCALLY_SOLVED","OK","10001.95122;10073.902439;10145.853659;10217.804878;10289.756098;10361.707317;10433.658537;10505.609756","10080.0;10100.0;10130.0;10200.0;10370.0;10520.0;11000.0;11160.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",9224,170,2,2,3,0,0,0,1.7475,0.6474,180.05,0,4.17,"LOCALLY_SOLVED","OK","6304.683161;6407.767741;6424.966148;6481.248607;6553.916893;6584.478305;6647.048926;6704.625312","6449.2;6528.2;6535.8;6538.8;6528.6;6580.6;6683.8;7137.9","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",10962,114,3,0,0,2,1,0,12.3898,2.0289,753.454545,0,2.23,"LOCALLY_SOLVED","OK","9723.727028;13609.329608;9900.306867;14267.597923;10358.7581;13447.85298;10063.492001;14170.088512","11462.0;12509.0;10626.0;14226.0;13311.0;12833.0;11964.0;17326.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",2398,108,2,0,1,0,1,1,8.0174,1.4285,610.576923,0,3.36,"LOCALLY_SOLVED","OK","12128.636543;11578.572378;10369.700325;11270.046978;12163.637206;11660.498075;10489.691046;11416.956651","11000.0;10500.0;9100.0;10300.0;11500.0;10900.0;10200.0;10600.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5169,42,0,1,1,1,0,1,0.5306,0.2332,230.263158,0,0.8,"LOCALLY_SOLVED","OK","10036.547145;10076.37004;10054.62161;10119.989003;10146.581436;10188.496981;10173.789984;10239.196894","10020.0;10030.0;9980.0;10040.0;10080.0;10150.0;10200.0;10320.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5650,62,1,1,3,0,0,0,24.0676,3.8856,463.741379,0,2.32,"LOCALLY_SOLVED","OK","6434.101936;7329.611482;7810.41977;8258.086484;8674.896037;9062.975376;9424.304844;9760.728279","5901.0;5565.0;5669.0;6233.0;6740.0;6913.0;7647.0;7672.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5583,21,0,1,0,0,0,1,13.3473,1.1742,159.801176,0,0.34,"LOCALLY_SOLVED","OK","1394.420866;1360.749609;1444.241296;1469.366962;1502.822299;1536.277637;1569.732975;1603.188312","1298.65;1343.26;1313.92;1275.12;1310.43;1272.0;1295.12;1271.23","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",2832,106,0,1,0,2,0,0,25.0003,1.856,1565.303922,0,1.58,"LOCALLY_SOLVED","OK","10246.110934;10453.218235;10300.111405;10080.421156;9370.820825;9609.237255;9692.432253;9263.203324","10883.0;9263.0;11090.0;12679.0;12061.0;13619.0;15285.0;14997.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",7816,99,1,1,0,1,0,0,8.4928,1.5638,606.842105,0,0.64,"LOCALLY_SOLVED","OK","11032.699155;11030.421125;10981.917374;11011.661238;11093.176531;11206.161668;11327.946699;11434.405292","11010.0;11180.0;11670.0;12580.0;12660.0;11740.0;10440.0;9260.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",4178,66,1,0,0,0,1,1,10.912,1.8306,389.83871,0,1.16,"LOCALLY_SOLVED","OK","8008.773686;6779.966858;6072.982976;7602.556515;8092.351916;6832.663782;6106.208922;7623.505812","7410.0;6060.0;5490.0;7000.0;7710.0;5590.0;5230.0;6920.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17915,119,0,1,0,0,0,0,7.0045,0.306,1011.843478,0,0.43,"LOCALLY_SOLVED","OK","4223.0;4223.0;4223.0;4223.0;4223.0;4223.0;4223.0;4223.0","4396.0;4385.0;4352.0;4046.0;4456.0;4849.0;4835.0;4588.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15014,53,0,1,1,0,0,2,20.364,1.3719,221.784,0,0.75,"LOCALLY_SOLVED","OK","1674.164777;1676.45229;1690.399119;1727.106149;1666.025561;1689.296009;1811.56718;1819.697741","1634.129;1801.289;1708.768;1612.286;1290.553;1279.764;1270.66;1009.54","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",14214,94,0,2,1,0,0,0,0.3409,0.1265,38.833333,0,0.74,"LOCALLY_SOLVED","OK","1400.06727;1410.13454;1420.20181;1430.26908;1440.33635;1450.40362;1460.47089;1470.53816","1401.0;1409.0;1413.0;1425.0;1436.0;1444.0;1453.0;1464.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",22567,70,1,1,1,0,0,0,6.5294,2.9422,231.818182,0,1.71,"LOCALLY_SOLVED","OK","9909.521423;9945.214428;9931.133851;9936.688515;9934.497249;9935.361684;9935.020672;9935.155198","9900.0;10000.0;10300.0;10400.0;10900.0;11100.0;11200.0;11100.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",742,39,0,1,0,0,0,0,1.5414,0.6401,37.327143,0,0.2,"LOCALLY_SOLVED","OK","1544.526842;1549.623684;1554.720526;1559.817368;1564.914211;1570.011053;1575.107895;1580.204737","1536.35;1536.6;1544.54;1554.44;1553.79;1518.21;1523.07;1540.78","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
